participant_id,prolific_id,timestamp_iso,trial_index,block,trial_id,audio_file,audio_url,target_image,distractor_image,target_side,left_image,right_image,choice,choice_image,is_correct,reaction_time_ms,headphone_type,timestamp_iso,recognize,understand,meaning_match,msa_dialect,natural,dialect_best,dialect_second,understand_other,msa_instruction,msa_vowels,msa_reading,msa_listening,other_languages,percent_english,percent_arabic,percent_other,language_switching,family_preference,age,gender,country_of_residence,attention_audio,attention_response,attention_index,final_feedback,completion_code
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T06:18:45.337Z,147,Trials,136,136_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/136_non-creaky.wav,169.png,74.png,right,74.png,169.png,right,169.png,yes,3133,galaxy buds pro,2026-01-28T06:18:45.337Z,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T06:18:48.057Z,,Survey,20,20_non-creaky.wav,,20.png,,,,,,,,,JBL Tune 720BT,2026-01-28T06:18:48.057Z,1,1,2,dialect,2,,,,,,,,,,,,,,,,,,,,,
68d6aebcb40c4b93989642c1,68d6aebcb40c4b93989642c1,2026-01-28T06:18:54.307Z,,Survey,12,12_non-creaky.wav,,12.png,,,,,,,,,Sony WH-CH520 over-ear headphones,2026-01-28T06:18:54.307Z,1,NA,4,msa,6,,,,,,,,,,,,,,,,,,,,,
68d4670874bf80ef3de3834d,68d4670874bf80ef3de3834d,2026-01-28T06:18:54.238Z,,Survey,274,274_creaky.wav,,162.png,,,,,,,,,Apple AirPods,2026-01-28T06:18:54.238Z,7,7,4,msa,3,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T06:18:52.422Z,,Survey,222,222_creaky.wav,,86.png,,,,,,,,,Wireless Jabra Headphones,2026-01-28T06:18:52.422Z,7,7,7,msa,7,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T06:18:54.000Z,,Survey,131,131_non-creaky.wav,,163.png,,,,,,,,,JBL Tune 720BT,2026-01-28T06:18:54.000Z,6,7,7,both,6,,,,,,,,,,,,,,,,,,,,,
611b00c6f6cc82766cd07c16,611b00c6f6cc82766cd07c16,2026-01-28T06:18:58.727Z,,Survey,76,76_non-creaky.wav,,84.png,,,,,,,,,Wired Over-ear Headphones.,2026-01-28T06:18:58.727Z,6,6,5,msa,5,,,,,,,,,,,,,,,,,,,,,
68d4239be163cb15b16606a6,68d4239be163cb15b16606a6,2026-01-28T06:18:58.582Z,,Survey,28,28_non-creaky.wav,,28.png,,,,,,,,,Wired Headset,2026-01-28T06:18:58.582Z,7,7,7,both,6,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T06:19:00.611Z,,Survey,145,145_creaky.wav,,1.png,,,,,,,,,Wireless Jabra Headphones,2026-01-28T06:19:00.611Z,7,7,7,msa,7,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T06:18:58.640Z,,Survey,209,209_creaky.wav,,72.png,,,,,,,,,JBL Tune 720BT,2026-01-28T06:18:58.640Z,6,7,7,both,7,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T06:19:04.025Z,148,Trials,7,7_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/7_non-creaky.wav,7.png,101.png,right,101.png,7.png,right,7.png,yes,3331,galaxy buds pro,2026-01-28T06:19:04.025Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68c03814183fb278ae8ac1c9,68c03814183fb278ae8ac1c9,2026-01-28T06:19:00.199Z,,Survey,158,158_creaky.wav,,14.png,,,,,,,,,Baseus Bowie E20,2026-01-28T06:19:00.199Z,7,7,7,msa,7,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T06:19:04.955Z,,Survey,288,288_creaky.wav,,182.png,,,,,,,,,JBL Tune 720BT,2026-01-28T06:19:04.955Z,7,7,7,both,6,,,,,,,,,,,,,,,,,,,,,
68d40473576087257c6dcaf3,68d40473576087257c6dcaf3,2026-01-28T06:19:07.205Z,,Survey,78,78_non-creaky.wav,,86.png,,,,,,,,,Wired over-ear headphones,2026-01-28T06:19:07.205Z,7,7,5,msa,7,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T06:19:08.088Z,149,Trials,56,56_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/56_non-creaky.wav,61.png,156.png,right,156.png,61.png,right,61.png,yes,429,galaxy buds pro,2026-01-28T06:19:08.088Z,,,,,,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T06:19:07.660Z,,Survey,46,46_non-creaky.wav,,48.png,,,,,,,,,Wireless Jabra Headphones,2026-01-28T06:19:07.660Z,7,7,7,both,7,,,,,,,,,,,,,,,,,,,,,
68d4239be163cb15b16606a6,68d4239be163cb15b16606a6,2026-01-28T06:19:06.027Z,,Survey,175,175_creaky.wav,,30.png,,,,,,,,,Wired Headset,2026-01-28T06:19:06.027Z,1,NA,1,dialect,1,,,,,,,,,,,,,,,,,,,,,
68d4670874bf80ef3de3834d,68d4670874bf80ef3de3834d,2026-01-28T06:19:10.663Z,,Survey,158,158_creaky.wav,,14.png,,,,,,,,,Apple AirPods,2026-01-28T06:19:10.663Z,7,7,7,both,6,,,,,,,,,,,,,,,,,,,,,
611b00c6f6cc82766cd07c16,611b00c6f6cc82766cd07c16,2026-01-28T06:19:13.353Z,,Survey,80,80_non-creaky.wav,,80.png,,,,,,,,,Wired Over-ear Headphones.,2026-01-28T06:19:13.353Z,7,7,7,msa,6,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T06:19:11.539Z,,Survey,222,222_creaky.wav,,86.png,,,,,,,,,JBL Tune 720BT,2026-01-28T06:19:11.539Z,6,7,6,msa,4,,,,,,,,,,,,,,,,,,,,,
68c03814183fb278ae8ac1c9,68c03814183fb278ae8ac1c9,2026-01-28T06:19:11.702Z,,Survey,165,165_creaky.wav,,20.png,,,,,,,,,Baseus Bowie E20,2026-01-28T06:19:11.702Z,1,1,1,msa,6,,,,,,,,,,,,,,,,,,,,,
68d6aebcb40c4b93989642c1,68d6aebcb40c4b93989642c1,2026-01-28T06:19:14.893Z,,Survey,263,263_creaky.wav,,148.png,,,,,,,,,Sony WH-CH520 over-ear headphones,2026-01-28T06:19:14.893Z,6,7,7,both,2,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T06:19:14.127Z,,Survey,130,130_non-creaky.wav,,162.png,,,,,,,,,Wireless Jabra Headphones,2026-01-28T06:19:14.127Z,7,7,7,msa,7,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T06:19:18.057Z,151,Trials,253,253_creaky.wav,https://benebular.github.io/pharylary/data/audio/253_creaky.wav,131.png,36.png,left,131.png,36.png,left,131.png,yes,1777,galaxy buds pro,2026-01-28T06:19:18.057Z,,,,,,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T06:19:12.347Z,150,Trials,196,196_creaky.wav,https://benebular.github.io/pharylary/data/audio/196_creaky.wav,55.png,150.png,left,55.png,150.png,left,55.png,yes,803,galaxy buds pro,2026-01-28T06:19:12.347Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d40473576087257c6dcaf3,68d40473576087257c6dcaf3,2026-01-28T06:19:23.341Z,,Survey,58,58_non-creaky.wav,,63.png,,,,,,,,,Wired over-ear headphones,2026-01-28T06:19:23.341Z,7,7,7,both,7,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T06:19:23.461Z,,Survey,103,103_non-creaky.wav,,120.png,,,,,,,,,Wireless Jabra Headphones,2026-01-28T06:19:23.461Z,7,7,7,both,7,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T06:19:23.904Z,,Survey,184,184_creaky.wav,,42.png,,,,,,,,,JBL Tune 720BT,2026-01-28T06:19:23.904Z,5,7,6,both,4,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T06:19:24.240Z,152,Trials,171,171_creaky.wav,https://benebular.github.io/pharylary/data/audio/171_creaky.wav,26.png,121.png,left,26.png,121.png,left,26.png,yes,1865,galaxy buds pro,2026-01-28T06:19:24.240Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68c03814183fb278ae8ac1c9,68c03814183fb278ae8ac1c9,2026-01-28T06:19:24.475Z,,Survey,135,135_non-creaky.wav,,168.png,,,,,,,,,Baseus Bowie E20,2026-01-28T06:19:24.475Z,7,7,7,both,7,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T06:19:29.114Z,,Survey,93,93_non-creaky.wav,,104.png,,,,,,,,,JBL Tune 720BT,2026-01-28T06:19:29.114Z,6,7,5,both,4,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T06:19:30.923Z,153,Trials,51,51_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/51_non-creaky.wav,54.png,149.png,left,54.png,149.png,left,54.png,yes,2525,galaxy buds pro,2026-01-28T06:19:30.923Z,,,,,,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T06:19:30.566Z,,Survey,146,146_creaky.wav,,1.png,,,,,,,,,Wireless Jabra Headphones,2026-01-28T06:19:30.566Z,7,7,7,dialect,1,,,,,,,,,,,,,,,,,,,,,
68d4239be163cb15b16606a6,68d4239be163cb15b16606a6,2026-01-28T06:19:30.898Z,,Survey,240,240_creaky.wav,,109.png,,,,,,,,,Wired Headset,2026-01-28T06:19:30.898Z,6,7,3,msa,5,,,,,,,,,,,,,,,,,,,,,
68d40473576087257c6dcaf3,68d40473576087257c6dcaf3,2026-01-28T06:19:33.617Z,,Survey,131,131_non-creaky.wav,,163.png,,,,,,,,,Wired over-ear headphones,2026-01-28T06:19:33.617Z,7,7,7,both,7,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T06:19:36.343Z,154,Trials,258,258_creaky.wav,https://benebular.github.io/pharylary/data/audio/258_creaky.wav,142.png,47.png,left,142.png,47.png,left,142.png,yes,1154,galaxy buds pro,2026-01-28T06:19:36.343Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d4670874bf80ef3de3834d,68d4670874bf80ef3de3834d,2026-01-28T06:19:37.437Z,,Survey,126,126_non-creaky.wav,,157.png,,,,,,,,,Apple AirPods,2026-01-28T06:19:37.437Z,7,7,1,msa,5,,,,,,,,,,,,,,,,,,,,,
611b00c6f6cc82766cd07c16,611b00c6f6cc82766cd07c16,2026-01-28T06:19:40.067Z,,Survey,133,133_non-creaky.wav,,165.png,,,,,,,,,Wired Over-ear Headphones.,2026-01-28T06:19:40.067Z,5,5,5,dialect,1,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T06:19:41.669Z,155,Trials,94,94_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/94_non-creaky.wav,104.png,10.png,right,10.png,104.png,right,104.png,yes,1282,galaxy buds pro,2026-01-28T06:19:41.669Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d40473576087257c6dcaf3,68d40473576087257c6dcaf3,2026-01-28T06:19:41.699Z,,Survey,116,116_non-creaky.wav,,145.png,,,,,,,,,Wired over-ear headphones,2026-01-28T06:19:41.699Z,7,7,7,both,7,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T06:19:39.894Z,,Survey,11,11_non-creaky.wav,,9.png,,,,,,,,,JBL Tune 720BT,2026-01-28T06:19:39.894Z,2,2,3,dialect,4,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T06:19:41.058Z,,Survey,79,79_non-creaky.wav,,87.png,,,,,,,,,Wireless Jabra Headphones,2026-01-28T06:19:41.058Z,3,3,4,dialect,1,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T06:19:46.365Z,156,Trials,36,36_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/36_non-creaky.wav,36.png,131.png,left,36.png,131.png,left,36.png,yes,936,galaxy buds pro,2026-01-28T06:19:46.365Z,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T06:19:45.730Z,,Survey,6,6_non-creaky.wav,,6.png,,,,,,,,,JBL Tune 720BT,2026-01-28T06:19:45.730Z,1,1,2,dialect,2,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T06:19:50.785Z,157,Trials,91,91_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/91_non-creaky.wav,101.png,6.png,right,6.png,101.png,right,101.png,yes,922,galaxy buds pro,2026-01-28T06:19:50.785Z,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T06:19:50.492Z,,Survey,205,205_creaky.wav,,67.png,,,,,,,,,JBL Tune 720BT,2026-01-28T06:19:50.492Z,6,7,7,both,7,,,,,,,,,,,,,,,,,,,,,
611b00c6f6cc82766cd07c16,611b00c6f6cc82766cd07c16,2026-01-28T06:19:52.056Z,,Survey,118,118_non-creaky.wav,,147.png,,,,,,,,,Wired Over-ear Headphones.,2026-01-28T06:19:52.056Z,7,7,7,msa,7,,,,,,,,,,,,,,,,,,,,,
68d40473576087257c6dcaf3,68d40473576087257c6dcaf3,2026-01-28T06:19:51.476Z,,Survey,254,254_creaky.wav,,135.png,,,,,,,,,Wired over-ear headphones,2026-01-28T06:19:51.476Z,7,7,7,both,3,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T06:19:54.819Z,158,Trials,260,260_creaky.wav,https://benebular.github.io/pharylary/data/audio/260_creaky.wav,145.png,50.png,left,145.png,50.png,left,145.png,yes,780,galaxy buds pro,2026-01-28T06:19:54.819Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d6aebcb40c4b93989642c1,68d6aebcb40c4b93989642c1,2026-01-28T06:19:54.039Z,,Survey,62,62_non-creaky.wav,,68.png,,,,,,,,,Sony WH-CH520 over-ear headphones,2026-01-28T06:19:54.039Z,6,7,7,both,3,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T06:19:53.005Z,,Survey,234,234_creaky.wav,,99.png,,,,,,,,,Wireless Jabra Headphones,2026-01-28T06:19:53.005Z,7,7,7,msa,7,,,,,,,,,,,,,,,,,,,,,
68d4670874bf80ef3de3834d,68d4670874bf80ef3de3834d,2026-01-28T06:19:55.861Z,,Survey,215,215_creaky.wav,,74.png,,,,,,,,,Apple AirPods,2026-01-28T06:19:55.861Z,7,7,7,both,3,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T06:19:56.036Z,,Survey,134,134_non-creaky.wav,,167.png,,,,,,,,,JBL Tune 720BT,2026-01-28T06:19:56.036Z,7,7,7,both,1,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T06:19:58.956Z,159,Trials,201,201_creaky.wav,https://benebular.github.io/pharylary/data/audio/201_creaky.wav,62.png,157.png,right,157.png,62.png,right,62.png,yes,1095,galaxy buds pro,2026-01-28T06:19:58.956Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d4239be163cb15b16606a6,68d4239be163cb15b16606a6,2026-01-28T06:20:00.762Z,,Survey,269,269_creaky.wav,,156.png,,,,,,,,,Wired Headset,2026-01-28T06:20:00.762Z,7,7,3,msa,5,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T06:20:02.907Z,160,Trials,13,13_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/13_non-creaky.wav,12.png,107.png,left,12.png,107.png,left,12.png,yes,754,galaxy buds pro,2026-01-28T06:20:02.907Z,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T06:20:01.581Z,,Survey,273,273_creaky.wav,,160.png,,,,,,,,,JBL Tune 720BT,2026-01-28T06:20:01.581Z,7,7,7,both,5,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T06:20:02.314Z,,Survey,17,17_non-creaky.wav,,16.png,,,,,,,,,Wireless Jabra Headphones,2026-01-28T06:20:02.314Z,7,7,7,dialect,1,,,,,,,,,,,,,,,,,,,,,
68d40473576087257c6dcaf3,68d40473576087257c6dcaf3,2026-01-28T06:20:04.977Z,,Survey,18,18_non-creaky.wav,,18.png,,,,,,,,,Wired over-ear headphones,2026-01-28T06:20:04.977Z,7,7,2,msa,7,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T06:20:07.209Z,,Survey,135,135_non-creaky.wav,,168.png,,,,,,,,,JBL Tune 720BT,2026-01-28T06:20:07.209Z,6,7,7,both,6,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T06:20:07.246Z,161,Trials,273,273_creaky.wav,https://benebular.github.io/pharylary/data/audio/273_creaky.wav,160.png,65.png,right,65.png,160.png,right,160.png,yes,650,galaxy buds pro,2026-01-28T06:20:07.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,
611b00c6f6cc82766cd07c16,611b00c6f6cc82766cd07c16,2026-01-28T06:20:09.114Z,,Survey,249,249_creaky.wav,,123.png,,,,,,,,,Wired Over-ear Headphones.,2026-01-28T06:20:09.114Z,6,6,1,both,6,,,,,,,,,,,,,,,,,,,,,
68d6aebcb40c4b93989642c1,68d6aebcb40c4b93989642c1,2026-01-28T06:20:10.646Z,,Survey,158,158_creaky.wav,,14.png,,,,,,,,,Sony WH-CH520 over-ear headphones,2026-01-28T06:20:10.646Z,6,7,7,msa,3,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T06:20:11.447Z,162,Trials,244,244_creaky.wav,https://benebular.github.io/pharylary/data/audio/244_creaky.wav,117.png,22.png,left,117.png,22.png,left,117.png,yes,664,galaxy buds pro,2026-01-28T06:20:11.447Z,,,,,,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T06:20:12.652Z,,Survey,102,102_non-creaky.wav,,119.png,,,,,,,,,Wireless Jabra Headphones,2026-01-28T06:20:12.652Z,7,7,7,both,7,,,,,,,,,,,,,,,,,,,,,
68d4670874bf80ef3de3834d,68d4670874bf80ef3de3834d,2026-01-28T06:20:12.502Z,,Survey,238,238_creaky.wav,,104.png,,,,,,,,,Apple AirPods,2026-01-28T06:20:12.502Z,7,7,7,both,6,,,,,,,,,,,,,,,,,,,,,
68c03814183fb278ae8ac1c9,68c03814183fb278ae8ac1c9,2026-01-28T06:20:11.288Z,,Survey,34,34_non-creaky.wav,,34.png,,,,,,,,,Baseus Bowie E20,2026-01-28T06:20:11.288Z,7,7,5,msa,6,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T06:20:12.017Z,,Survey,232,232_creaky.wav,,96.png,,,,,,,,,JBL Tune 720BT,2026-01-28T06:20:12.017Z,6,7,6,both,7,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T06:20:15.954Z,163,Trials,249,249_creaky.wav,https://benebular.github.io/pharylary/data/audio/249_creaky.wav,123.png,28.png,right,28.png,123.png,right,123.png,yes,869,galaxy buds pro,2026-01-28T06:20:15.954Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d4239be163cb15b16606a6,68d4239be163cb15b16606a6,2026-01-28T06:20:16.364Z,,Survey,272,272_creaky.wav,,159.png,,,,,,,,,Wired Headset,2026-01-28T06:20:16.364Z,7,7,7,msa,6,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T06:20:18.893Z,,Survey,180,180_creaky.wav,,36.png,,,,,,,,,Wireless Jabra Headphones,2026-01-28T06:20:18.893Z,7,7,7,msa,7,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T06:20:20.635Z,164,Trials,230,230_creaky.wav,https://benebular.github.io/pharylary/data/audio/230_creaky.wav,86.png,181.png,right,181.png,86.png,right,86.png,yes,946,galaxy buds pro,2026-01-28T06:20:20.635Z,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T06:20:18.231Z,,Survey,100,100_non-creaky.wav,,117.png,,,,,,,,,JBL Tune 720BT,2026-01-28T06:20:18.231Z,6,7,5,both,4,,,,,,,,,,,,,,,,,,,,,
68d4670874bf80ef3de3834d,68d4670874bf80ef3de3834d,2026-01-28T06:20:24.201Z,,Survey,259,259_creaky.wav,,143.png,,,,,,,,,Apple AirPods,2026-01-28T06:20:24.201Z,7,7,7,msa,5,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T06:20:24.856Z,165,Trials,114,114_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/114_non-creaky.wav,142.png,47.png,left,142.png,47.png,left,142.png,yes,270,galaxy buds pro,2026-01-28T06:20:24.856Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d6aebcb40c4b93989642c1,68d6aebcb40c4b93989642c1,2026-01-28T06:20:26.654Z,,Survey,186,186_creaky.wav,,44.png,,,,,,,,,Sony WH-CH520 over-ear headphones,2026-01-28T06:20:26.654Z,6,7,7,msa,3,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T06:20:25.409Z,,Survey,259,259_creaky.wav,,143.png,,,,,,,,,Wireless Jabra Headphones,2026-01-28T06:20:25.409Z,7,7,7,both,7,,,,,,,,,,,,,,,,,,,,,
68c03814183fb278ae8ac1c9,68c03814183fb278ae8ac1c9,2026-01-28T06:20:24.599Z,,Survey,114,114_non-creaky.wav,,142.png,,,,,,,,,Baseus Bowie E20,2026-01-28T06:20:24.599Z,5,7,7,msa,7,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T06:20:24.133Z,,Survey,145,145_creaky.wav,,1.png,,,,,,,,,JBL Tune 720BT,2026-01-28T06:20:24.133Z,6,7,6,both,7,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T06:20:29.419Z,166,Trials,199,199_creaky.wav,https://benebular.github.io/pharylary/data/audio/199_creaky.wav,60.png,155.png,left,60.png,155.png,left,60.png,yes,610,galaxy buds pro,2026-01-28T06:20:29.419Z,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T06:20:29.604Z,,Survey,188,188_creaky.wav,,46.png,,,,,,,,,JBL Tune 720BT,2026-01-28T06:20:29.604Z,7,7,6,both,5,,,,,,,,,,,,,,,,,,,,,
611b00c6f6cc82766cd07c16,611b00c6f6cc82766cd07c16,2026-01-28T06:20:32.713Z,,Survey,1,1_non-creaky.wav,,1.png,,,,,,,,,Wired Over-ear Headphones.,2026-01-28T06:20:32.713Z,7,7,7,msa,5,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T06:20:33.428Z,167,Trials,223,223_creaky.wav,https://benebular.github.io/pharylary/data/audio/223_creaky.wav,87.png,182.png,left,87.png,182.png,left,87.png,yes,520,galaxy buds pro,2026-01-28T06:20:33.428Z,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T06:20:34.937Z,,Survey,86,86_non-creaky.wav,,86.png,,,,,,,,,JBL Tune 720BT,2026-01-28T06:20:34.937Z,6,7,6,both,3,,,,,,,,,,,,,,,,,,,,,
68d4670874bf80ef3de3834d,68d4670874bf80ef3de3834d,2026-01-28T06:20:35.202Z,,Survey,9,9_non-creaky.wav,,9.png,,,,,,,,,Apple AirPods,2026-01-28T06:20:35.202Z,7,7,5,msa,5,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T06:20:33.775Z,,Survey,281,281_creaky.wav,,175.png,,,,,,,,,Wireless Jabra Headphones,2026-01-28T06:20:33.775Z,7,7,7,dialect,7,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T06:20:38.585Z,168,Trials,284,284_creaky.wav,https://benebular.github.io/pharylary/data/audio/284_creaky.wav,178.png,83.png,right,83.png,178.png,right,178.png,yes,376,galaxy buds pro,2026-01-28T06:20:38.585Z,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T06:20:40.939Z,,Survey,132,132_non-creaky.wav,,164.png,,,,,,,,,JBL Tune 720BT,2026-01-28T06:20:40.939Z,6,7,7,both,7,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T06:20:44.429Z,,Survey,12,12_non-creaky.wav,,12.png,,,,,,,,,Wireless Jabra Headphones,2026-01-28T06:20:44.429Z,5,7,7,msa,7,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T06:20:45.951Z,,AttentionCheck,,,,,,,,,,,,,galaxy buds pro,2026-01-28T06:20:45.951Z,,,,,,,,,,,,,,,,,,,,,,https://benebular.github.io/pharylary/experiment/audio_check/curly_b.wav,curly,7,,
68d4239be163cb15b16606a6,68d4239be163cb15b16606a6,2026-01-28T06:20:44.617Z,,Survey,204,204_creaky.wav,,65.png,,,,,,,,,Wired Headset,2026-01-28T06:20:44.617Z,7,7,7,dialect,3,,,,,,,,,,,,,,,,,,,,,
